texto,categoria
Urgente: El programa instalado me exige que lo active o me bloquea las funciones. Necesito trabajar.,software
"Cordial saludo, solicito revisión de lo siguiente: El asiento ergonómico perdió un apoyabrazos, requiero reemplazo físico.",otros
Buen día. mi usuario existe pero sap indica que no tengo perfiles de acceso.,permisos
Me sale credencial revocada para este recurso cuando quiero abrir la carpeta de gerencia.,permisos
¿Alguien me explica por qué no tengo cómo poner el código temporal porque mi celular viejo se dañó?,cuentas_contrasenas
"Buen día. tengo accesos de ventas todavía, el aplicativo me bloquea lo de mi nueva gerencia.",permisos
Buen día. todos mis correos se están auto-reenviando a un hotmail externo que no conozco.,seguridad
soporte: la lógica del sistema liquidador falló con las fechas de febrero. ayuda porfa.,software
soporte me reseteo la cuenta esta mañana pero jamas me enviaron la clave temporal. ¿me colaboran?,cuentas_contrasenas
Urgente: El cooler del procesador suena como un tractor al prender la máquina. Necesito trabajar.,infraestructura
"qué más, tengo un chicharrón: quien quiera aportar para el regalo de cumpleaños de maría me avisa por interno.",otros
"Cordial saludo, solicito revisión de lo siguiente: Tengo un pop-up gigante diciendo que mi PC tiene virus y debo pagar.",seguridad
"Cordial saludo, solicito revisión de lo siguiente: Quisiera información sobre los descuentos corporativos en universidades.",otros
"Cordial saludo, solicito revisión de lo siguiente: Fui redirigido a una página falsa del banco al intentar hacer la transferencia.",seguridad
¿Alguien me explica por qué deseo consultar cuántos días compensatorios tengo acumulados?,otros
¿Alguien me explica por qué el gestor de archivos lanza error de conflictos y no sube mis versiones locales?,software
"Qué más, tengo un chicharrón: El Creative Cloud de mi máquina bota aviso de falta de pago, pero es suscripción corporativa.",software
"Cordial saludo, solicito revisión de lo siguiente: El enlace del documento me manda a una pantalla pidiendo autorización.",permisos
"Cordial saludo, solicito revisión de lo siguiente: Tengo navegación interna pero las URL de afuera me dicen página no encontrada.",redes
"Buen día. no puedo actualizar el password, me dice que no cumple requisitos pero le pongo de todo.",cuentas_contrasenas
"El Creative Cloud de mi máquina bota aviso de falta de pago, pero es suscripción corporativa. Llevo toda la mañana en esto y nada.",software
"Buen día. el creative cloud de mi máquina bota aviso de falta de pago, pero es suscripción corporativa.",software
Deseo inscribir a mi cónyuge en la medicina prepagada de la compañía. Llevo toda la mañana en esto y nada.,otros
Urgente: Anexo cuenta de cobro del evento corporativo para que desembolsen. Necesito trabajar.,otros
¿Alguien me explica por qué por favor me generan la constancia laboral dirigida a la embajada?,otros
"Necesito un favor, el explorador de windows me tira un letrero de que no tengo permisos para esa ruta. paila.",permisos
"Oigan, Tengo el cable conectado pero sale el mundito amarillo de red no identificada.",redes
Quien quiera aportar para el regalo de cumpleaños de María me avisa por interno. Llevo toda la mañana en esto y nada.,otros
"Cordial saludo, solicito revisión de lo siguiente: Por favor soliciten a los de aseo que limpien la cocina que está muy sucia.",otros
Pongo mis credenciales corporativas y la redirección del SSO me devuelve al principio. Llevo toda la mañana en esto y nada.,cuentas_contrasenas
¿Alguien me explica por qué el firewall no me deja salir y dice alerta de intrusión desde mi ip?,seguridad
El router no me asigna la IP automática y no veo a nadie en la red. Llevo toda la mañana en esto y nada.,redes
¿Alguien me explica por qué anexo cuenta de cobro del evento corporativo para que desembolsen?,otros
"Qué más, tengo un chicharrón: El cliente de conferencias no engancha el hardware de video por fallo interno.",software
Urgente: El aplicativo se colapsa y desaparece de la pantalla justo cuando termino el registro. Necesito trabajar.,software
"Cordial saludo, solicito revisión de lo siguiente: El cliente de colaboración local no descarga el historial reciente.",software
"Urgente: Estoy atascado en la pantalla del token, el código no me llega al móvil. Necesito trabajar.",cuentas_contrasenas
"Cordial saludo, solicito revisión de lo siguiente: La multifuncional está dañando los documentos físicos con manchas oscuras a lo largo.",infraestructura
"Cordial saludo, solicito revisión de lo siguiente: El firewall perimetral me impide salir por el puerto 21 para transferir datos.",redes
Me colaboran con esto: trato de navegar y el cortafuegos me saca un aviso de tráfico anómalo o botnet. Agradezco la gestión.,seguridad
"Cordial saludo, solicito revisión de lo siguiente: La imagen tiembla y sale humo del borde inferior de la pantalla.",infraestructura
¿Alguien me explica por qué el firewall perimetral me impide salir por el puerto 21 para transferir datos?,redes
Un tercero externo en la oficina lleva rato espiando la pantalla del director. ¿Me colaboran?,seguridad
"Qué más, tengo un chicharrón: El programa de hojas de cálculo se congela totalmente al usar macros.",software
Fui a pagar la nómina y la URL del banco se ve con una letra cambiada.,seguridad
"No tengo el carnet de acceso, requiero q me habiliten la entrada por favor. me colaboran?",otros
"Oigan, La red interna está lentísima, pero me paso a la de invitados y vuela.",redes
"Cordial saludo, solicito revisión de lo siguiente: Por favor me generan la constancia laboral dirigida a la embajada.",otros
El cliente de conferencias no engancha el hardware de video por fallo interno. Llevo toda la mañana en esto y nada.,software
¿Alguien me explica por qué quisiera información sobre los descuentos corporativos en universidades?,otros
"Cordial saludo, solicito revisión de lo siguiente: Me conecto a la red pública pero la ventanita de login inicial no aparece.",redes
"Buen día. intento entrar y mi usuario aparece dado de baja, me desactivaron por error.",cuentas_contrasenas
"Urgente: La barra inferior de Windows no responde al clic, parece colapsada. Necesito trabajar.",software
"Cordial saludo, solicito revisión de lo siguiente: Tengo problemas de sobrecalentamiento térmico, el PC se apaga por protección.",infraestructura
¿Alguien me explica por qué queja directa porque el sistema de ventilación nos está enfermando?,otros
No puedo prender el computador porque el pulsador de poder está atascado. Llevo toda la mañana en esto y nada.,infraestructura
"Buen día. al imprimir, el papel sale atascado a la mitad o con el tóner regado.",infraestructura
¿Alguien me explica por qué el servicio antimalware tiene la máquina inutilizable por uso extremo de cpu?,software
"Alguien está controlando mi computador remotamente, veo cómo abren ventanas. Llevo toda la mañana en esto y nada.",seguridad
"Cordial saludo, solicito revisión de lo siguiente: Estoy atascado en la pantalla del token, el código no me llega al móvil.",cuentas_contrasenas
"la red interna esta lentisima, pero me paso a la de invitados y vuela. ¿me colaboran?",redes
"Cordial saludo, solicito revisión de lo siguiente: El ethernet está puesto pero no me da salida a la web, sale un triangulito.",redes
"Qué más, tengo un chicharrón: No pasa de la pantalla de autenticando en la red inalámbrica, ciclo infinito.",redes
me colaboran con esto: retomando labores y no recuerdo mi clave de acceso pa nada. agradezco la gestión.,cuentas_contrasenas
"El portal financiero está clonado, la página pide datos que normalmente no pide. Llevo toda la mañana en esto y nada.",seguridad
"Qué más, tengo un chicharrón: Intenté entrar desde el hotel en otra ciudad y la cuenta se inhabilitó por seguridad.",cuentas_contrasenas
Buen día. cientos de documentos de la unidad de red están desapareciendo de la nada.,seguridad
Buen día. me interesa saber si tenemos beneficios activos con cajas de compensación.,otros
Les envío el recibo de compra de suministros para que procesen el giro. Llevo toda la mañana en esto y nada.,otros
"Qué más, tengo un chicharrón: El piso entero está totalmente caído, nadie tiene acceso a los aplicativos centrales.",redes
¿Alguien me explica por qué la aplicación no logra capturar la señal de micrófono aunque el pc sí lo reconoce?,software
Les escribo porque adobe acrobat no me deja editar pdfs diciendo que la licencia expiró en este equipo. auxilio.,software
¿Alguien me explica por qué consultando sobre los planes complementarios de salud vigentes?,otros
"Buen día. no pasa de la pantalla de autenticando en la red inalámbrica, ciclo infinito.",redes
Amanecí con los excels encriptados y un bloc de notas pidiendo plata. Llevo toda la mañana en esto y nada.,seguridad
"¿Alguien me explica por qué el computador está extremadamente lento e inmanejable, parece secuestrado por procesos raros?",seguridad
Quiero saber los requisitos exactos para afiliar a mi hijo recién nacido a la EPS.,otros
"Oigan, Meto mi número de cédula en el portal de proveedores y me sale perfil inexistente.",cuentas_contrasenas
"Oigan, La app de Zoom dice camara no detectada, pero en Teams funciona perfecto.",software
"Cordial saludo, solicito revisión de lo siguiente: Pongo mi id en la ventanita y arroja que carezco de cuenta en el sistema.",cuentas_contrasenas
Llevaba 20 días fuera y ahora no tengo idea de cuál era mi contraseña. Llevo toda la mañana en esto y nada.,cuentas_contrasenas
Urgente: Falla grave al abrir el aplicativo técnico por librerías corruptas del sistema. Necesito trabajar.,software
"Cordial saludo, solicito revisión de lo siguiente: Entro al sistema y me cierra la sesión de inmediato sin dejarme hacer nada.",cuentas_contrasenas
Tengo una duda con el cálculo de mi prima de servicios en este corte. Llevo toda la mañana en esto y nada.,otros
"oigan, me sale pantallazo azul en windows cada vez q le conecto la pantalla por hdmi.",infraestructura
"Cordial saludo, solicito revisión de lo siguiente: El equipo se prende, muestra el texto negro inicial y se apaga, cíclicamente.",infraestructura
"oigan, quisiera saber cuántos días hábiles de descanso me quedan disponibles.",otros
El Revit no encuentra sus librerías locales y aborta la inicialización. Llevo toda la mañana en esto y nada.,software
El PC me saca un error rarísimo de trust relationship al digitar mi clave. Llevo toda la mañana en esto y nada.,cuentas_contrasenas
La red privada me niega el paso hacia el ambiente de desarrollo. Llevo toda la mañana en esto y nada.,permisos
"Cordial saludo, solicito revisión de lo siguiente: Mi módulo de aprobaciones está bloqueado, no puedo autorizar nada.",permisos
¿Alguien me explica por qué le di clic a un archivo zip de una demanda falsa y el antivirus se volvió loco?,seguridad
"Imagínense que el botón de inicio y la barra de búsqueda de windows están congelados, no reaccionan. Urgente.",software
Trato de darle check a la orden de compra y la interfaz me inhabilita la opción. Llevo toda la mañana en esto y nada.,permisos
"Qué más, tengo un chicharrón: Me caducaron las credenciales, pongo una nueva y el sistema vuelve a pedírmela infinitamente.",cuentas_contrasenas
"Cordial saludo, solicito revisión de lo siguiente: El portal no reconoce mi cuenta, la estoy metiendo igual que en mi casa.",cuentas_contrasenas
"El piso entero está totalmente caído, nadie tiene acceso a los aplicativos centrales. Llevo toda la mañana en esto y nada.",redes
"Qué más, tengo un chicharrón: Mi app de autenticación se borró al cambiar de móvil, necesito resetear el MFA.",cuentas_contrasenas
"Cordial saludo, solicito revisión de lo siguiente: Mensaje para recolectar fondos para la despedida del compañero de contabilidad.",otros
"Cordial saludo, solicito revisión de lo siguiente: El firewall no me deja salir y dice alerta de intrusión desde mi IP.",seguridad
"¿Alguien me explica por qué mi equipo tiene vida propia, el ratón se desplaza y hace clics por sí solo?",seguridad
Por favor confírmenme mi saldo de vacaciones a la fecha. Llevo toda la mañana en esto y nada.,otros
El botón de encendido de la torre se hundió físicamente y no retorna.,infraestructura
"El sistema intenta aplicar parches, dice error, revierte y reinicia de nuevo. Llevo toda la mañana en esto y nada.",software
"cordial saludo. la red inalámbrica está invisible solo pa mi máquina, los demás sí están conectados. es pa ya.",redes
"oigan, el proceso del antivirus está consumiendo el 100% del procesador y no me deja hacer nada.",software
"Cordial saludo, solicito revisión de lo siguiente: El servicio antimalware tiene la máquina inutilizable por uso extremo de CPU.",software
"Qué más, tengo un chicharrón: Mi usuario existe pero SAP indica q no tengo perfiles de acceso.",permisos
"Chicos, la diadema del call center tiene el micrófono totalmente suelto. Mil gracias.",infraestructura
"Qué más, tengo un chicharrón: Metí una USB q me encontré y el Windows Defender empezó a bloquear todo.",seguridad
Buen día. la torre hace un ruido mecánico insoportable de aspas golpeando algo.,infraestructura
Buen día. amanecí con los excels encriptados y un bloc de notas pidiendo plata.,seguridad
Solicité un blanqueo de password y no he recibido el correo con la nueva. Llevo toda la mañana en esto y nada.,cuentas_contrasenas
Urgente: Olvidé el gafete y el guardia no me deja pasar a las oficinas. Necesito trabajar.,otros
"Que mas, tengo un chicharron: No me deja explorar la subcarpeta de proyectos compartida en la red.",permisos
Están saliendo mensajes de spam desde mi buzón hacia otras áreas sin mi permiso. Llevo toda la mañana en esto y nada.,seguridad
"Cordial saludo, solicito revisión de lo siguiente: Tengo ping al server pero me restringen la entrada por políticas de VPN.",permisos
"Auxilio, solicité un blanqueo de password y no he recibido el correo con la nueva. no sé qué hacer.",cuentas_contrasenas
"Cordial saludo, solicito revisión de lo siguiente: Me restringieron las credenciales automáticamente al detectar IP del extranjero.",cuentas_contrasenas
Urgente: El firewall no me deja salir y dice alerta de intrusión desde mi IP. Necesito trabajar.,seguridad
Por favor me generan la constancia laboral dirigida a la embajada. no se que hacer.,otros
"El equipo no toma dirección IP, se queda pegado en 169.254 y quedo aislado.",redes
Urgente: Deseo consultar cuántos días compensatorios tengo acumulados. Necesito trabajar.,otros
Urgente: Mi disco duro de respaldo hace ruidos extraños y no me lee la información. Necesito trabajar.,infraestructura
"Tengo latencia altísima, mi voz llega con retraso en la telefonía IP. Llevo toda la mañana en esto y nada.",redes
¿Alguien me explica por qué la roseta de mi cubículo está dañada físicamente y no hay ethernet?,redes
¿Alguien me explica por qué me confirmaron el reseteo de credenciales pero sigo esperando el pin de ingreso?,cuentas_contrasenas
"Urgente: Pongo mi clave perfecta, pero la app interna rechaza mi identidad. Necesito trabajar.",permisos
"Buen día. bloqueé mi cuenta por escribir mal el login, no me di cuenta del teclado.",cuentas_contrasenas
"Oigan, el programa de hojas de cálculo se congela totalmente al usar macros. Gracias.",software
No me deja explorar la subcarpeta de proyectos compartida en la red. Llevo toda la mañana en esto y nada.,permisos
"Cordial saludo, solicito revisión de lo siguiente: El CEO me está mandando un mail pidiendo que consiga unas gift cards ya mismo.",seguridad
"Cordial saludo, solicito revisión de lo siguiente: No puedo usar el Chrome, todas las pestañas revientan por un fallo interno de la app.",software
El navegador web crashea cualquier página que intento abrir con un error de memoria. Llevo toda la mañana en esto y nada.,software
Mi usuario existe pero SAP indica que no tengo perfiles de acceso. Llevo toda la mañana en esto y nada.,permisos
"La torre hace un ruido constante, como alarmas, y no manda señal de video. Llevo toda la mañana en esto y nada.",infraestructura
¿Alguien me explica por qué dejo mi retroalimentación sobre el servicio del casino de alimentación?,otros
"Cordial saludo, solicito revisión de lo siguiente: Pongo mi clave perfecta, pero la app interna rechaza mi identidad.",permisos
Se me interrumpe la conexión al cliente de Cisco cada cierto tiempo sin falta. Llevo toda la mañana en esto y nada.,redes
"El PC está al 100% de CPU y los ventiladores a tope todo el tiempo, está saturado. ¿Me colaboran?",seguridad
"¿Alguien me explica por qué la red inalámbrica está invisible solo para mi máquina, los demás sí están conectados?",redes
"Que mas, tengo un chicharron: Las paginas de internet no resuelven nombre, parece falla de DNS.",redes
"Qué más, tengo un chicharrón: La base de datos me deniega la conexión, dice que requiero rol de solo lectura.",permisos
"Qué más, tengo un chicharrón: Todos mis correos se están auto-reenviando a un Hotmail externo que no conozco.",seguridad
"Hola, bloqueé mi cuenta por escribir mal el login, no me di cuenta del teclado. no sé qué hacer.",cuentas_contrasenas
"Cordial saludo, solicito revisión de lo siguiente: El cliente SQL me arroja error de derechos insuficientes al lanzar la vista.",permisos
"Qué más, tengo un chicharrón: Solicité un blanqueo de password y no he recibido el correo con la nueva.",cuentas_contrasenas
Buen día. la red privada me niega el paso hacia el ambiente de desarrollo.,permisos
Veo el tablero perfectamente pero la opción de descargar datos está bloqueada.,permisos
"Por favor ayuda, se va la luz un segundo y mi equipo se apaga porque la ups no retiene la carga. Gracias.",infraestructura
"Cordial saludo, solicito revisión de lo siguiente: Tengo falla de DHCP, mi máquina no coge parámetros de red válidos.",redes
"Qué más, tengo un chicharrón: El router no me asigna la IP automática y no veo a nadie en la red.",redes
"Urgente: Recién firmé contrato, intento ver el portal y me rechaza por falta de roles. Necesito trabajar.",permisos
"Urgente: Caída masiva de conectividad en la sucursal norte, estamos incomunicados. Necesito trabajar.",redes
"Cordial saludo, solicito revisión de lo siguiente: Mis documentos cambiaron de formato solos y me sale un aviso de secuestro de datos.",seguridad
"Oigan, Descubrí q alguien configuró reglas en mi Outlook pa reenviar todo a un correo raro.",seguridad
¿Alguien me explica por qué dice que no pertenezco al grupo autorizado cuando trato de ver mis vacaciones?,permisos
"Cordial saludo, solicito revisión de lo siguiente: Me confirmaron el reseteo de credenciales pero sigo esperando el pin de ingreso.",cuentas_contrasenas
Buen día. solicité un blanqueo de password y no he recibido el correo con la nueva.,cuentas_contrasenas
Me interesa saber si tenemos beneficios activos con cajas de compensación. Llevo toda la mañana en esto y nada.,otros
"Qué más. la torre hace un ruido constante, como alarmas, y no manda señal de video. me colaboran?",infraestructura
"Urgente: No me acepta el password local, dice que perdió conexión con el directorio activo. Necesito trabajar.",cuentas_contrasenas
Buen día. mi licencia es básica y la plataforma exige nivel premium para hacer este cambio.,permisos
"Qué más, tengo un chicharrón: La lógica del sistema liquidador falló con las fechas de febrero.",software
"Cordial saludo, solicito revisión de lo siguiente: El logueo centralizado está en bucle, meto la clave y me vuelve a sacar la misma ventana.",cuentas_contrasenas
"qué más, tengo un chicharrón: pongo mis credenciales corporativas y la redirección del sso me devuelve al principio.",cuentas_contrasenas
"Cordial saludo, solicito revisión de lo siguiente: Solicito reserva física de espacio de reuniones para comité de gerencia.",otros
"Qué más, tengo un chicharrón: El software legacy lanza error de incompatibilidad de arquitectura en el nuevo OS.",software
¿Alguien me explica por qué el portal me deniega la contraseña nueva por políticas de seguridad que no entiendo?,cuentas_contrasenas
"¿Alguien me explica por qué el ethernet está puesto pero no me da salida a la web, sale un triangulito?",redes
¿Alguien me explica por qué por favor soliciten a los de aseo que limpien la cocina que está muy sucia?,otros
"Qué más, tengo un chicharrón: El navegador web crashea cualquier página que intento abrir con un error de memoria.",software
¿Alguien me explica por qué me conecto a la red pública pero la ventanita de login inicial no aparece?,redes
"oigan, la estación de acoplamiento dejó de mandar video a los monitores tras un bajón de luz.",infraestructura
"Soporte: el inicio de sesión pasa, pero el aplicativo me dice usuario no matriculado en el flujo. Agradezco la gestión.",permisos
"Fui víctima de hurto de mi equipo corporativo, por favor apliquen borrado de disco. Llevo toda la mañana en esto y nada.",seguridad
"Cordial saludo, solicito revisión de lo siguiente: Tengo sospechas de shoulder surfing por parte de un visitante en mi área.",seguridad
"La plataforma rechaza mi documento de identidad, dice que no hay cuenta asociada. Llevo toda la mañana en esto y nada.",cuentas_contrasenas
El portátil escribe letras equivocadas porque se mojó el teclado ayer. Llevo toda la mañana en esto y nada.,infraestructura
"Cordial saludo, solicito revisión de lo siguiente: La aplicación de correo local tiene el proceso de envío totalmente trabado.",software
"Cordial saludo, solicito revisión de lo siguiente: Las teclas marcan varias cosas al tiempo, creo que hizo corto por un líquido.",infraestructura
Buen día. la unidad de almacenamiento externa suena clic-clic y windows no la monta.,infraestructura
"Cordial saludo, solicito revisión de lo siguiente: El aplicativo se colapsa y desaparece de la pantalla justo cuando termino el registro.",software
Buen día. el revit no encuentra sus librerías locales y aborta la inicialización.,software
Urgente: El CEO me está mandando un mail pidiendo que consiga unas gift cards ya mismo. Necesito trabajar.,seguridad
Urgente: El cliente de colaboración local no descarga el historial reciente. Necesito trabajar.,software
"No tengo el carnet de acceso, requiero que me habiliten la entrada por favor. Llevo toda la mañana en esto y nada.",otros
¿Alguien me explica por qué me restringieron las credenciales automáticamente al detectar ip del extranjero?,cuentas_contrasenas
"Oigan, Se va la luz un segundo y mi equipo se apaga xq la UPS no retiene la carga.",infraestructura
¿Alguien me explica por qué al insertar un pendrive me salieron mil ventanas rojas de troyano bloqueado?,seguridad
"Qué más, tengo un chicharrón: Bloqueé mi cuenta por escribir mal el login, no me di cuenta del teclado.",cuentas_contrasenas
¿Alguien me explica por qué el equipo pita al arrancar y no me da bios ni windows?,infraestructura
Urgente: Tengo sospechas de shoulder surfing por parte de un visitante en mi área. Necesito trabajar.,seguridad
"Buenas, el router no me asigna la ip automática y no veo a nadie en la red. qué estrés.",redes
¿Alguien me explica por qué mis documentos cambiaron de formato solos y me sale un aviso de secuestro de datos?,seguridad
La política de red me bloquea el puerto para subir archivos al servidor del cliente. Llevo toda la mañana en esto y nada.,redes
"¿Alguien me explica por qué el portal no reconoce mi cuenta, la estoy metiendo igual que en mi casa?",cuentas_contrasenas
"Buen día. me logueo bien al portal, sin embargo la vista de tareas dice perfil no autorizado.",permisos
"¿Alguien me explica por qué tengo falla de dhcp, mi máquina no coge parámetros de red válidos?",redes
"oigan, windows me bota una burbuja avisando q otro equipo tiene mi misma dirección ip.",redes
Urgente: La herramienta contable antigua no es soportada por el sistema operativo reciente. Necesito trabajar.,software
"Cordial saludo, solicito revisión de lo siguiente: Se me traba la aplicación de Office al intentar procesar mucha data.",software
¿Alguien me explica por qué encontré una regla oculta que copia mis correos confidenciales hacia afuera?,seguridad
Urgente: Retomando labores y no recuerdo mi clave de acceso para nada. Necesito trabajar.,cuentas_contrasenas
Quisiera saber cuantos dias habiles de descanso me quedan disponibles. ¿Me colaboran?,otros
"Deje mi tarjeta magnetica en la casa, alguien puede bajar a abrirme el torniquete. ¿Me colaboran?",otros
Buen día. estoy por conexión alámbrica y me dice sin acceso a internet.,redes
"Urgente: Dice que mi perfil está inactivo por fin de labores, y yo sigo trabajando. Necesito trabajar.",cuentas_contrasenas
Urgente: La multifuncional está dañando los documentos físicos con manchas oscuras a lo largo. Necesito trabajar.,infraestructura
¿Alguien me explica por qué el cliente sql me arroja error de derechos insuficientes al lanzar la vista?,permisos
"Cordial saludo, solicito revisión de lo siguiente: No me acepta el password local, dice que perdió conexión con el directorio activo.",cuentas_contrasenas
Buen día. llevaba 20 días fuera y ahora no tengo idea de cuál era mi contraseña.,cuentas_contrasenas
"Bloqueé mi cuenta por escribir mal el login, no me di cuenta del teclado. Llevo toda la mañana en esto y nada.",cuentas_contrasenas
Buen día. el computador no encuentra la ssid corporativa en la lista de redes.,redes
"Qué más, tengo un chicharrón: Se acabó el jabón en el lavado del piso principal.",otros
"Oigan, Soporte me reseteó la cuenta esta mañana pero jamás me enviaron la clave temporal.",cuentas_contrasenas
"Qué más, tengo un chicharrón: El cliente de OneDrive está loco creando 'copias del equipo' para todos mis excels.",software
"¿Alguien me explica por qué se trabó el cajoncito de red, los bombillos quedaron encendidos fijos sin titilar?",redes
La lógica del sistema liquidador falló con las fechas de febrero. Llevo toda la mañana en esto y nada.,software
"la app de zoom dice cámara no detectada, pero en teams funciona perfecto. ¿me colaboran?",software
"Qué más, tengo un chicharrón: Sharepoint me dice 'Acceso denegado, solicite permisos al propietario'.",permisos
"Cordial saludo, solicito revisión de lo siguiente: Se me rompió el arco de los auriculares corporativos y no retienen el micro.",infraestructura
"buenas, el botón de encendido de la torre se hundió físicamente y no retorna. agradezco la gestión.",infraestructura
¿Alguien me explica por qué el cliente de colaboración local no descarga el historial reciente?,software
¿Alguien me explica por qué el aplicativo me salta un aviso de que mi suscripción no permite estas acciones?,permisos
Buen día. quiero pedir la dotación de chalecos para el equipo nuevo de planta.,otros
Tratando de conectarme a un FTP externo y el cortafuegos me rechaza la conexión. ¿Me colaboran?,redes
"Buen día. las páginas de internet no resuelven nombre, parece falla de dns.",redes
Urgente: El ping está por las nubes y las reuniones por video se me congelan cada nada. Necesito trabajar.,redes
Buen día. la máquina se calienta muchísimo y se apaga de repente sin avisar.,infraestructura
"Necesito un favor, otro computador agarró la misma dirección ip que yo y nos estamos tumbando. Agradezco la gestión.",redes
Abrí un adjunto rarísimo que me mandó un proveedor y el equipo empezó a parpadear. Llevo toda la mañana en esto y nada.,seguridad
"Que mas, tengo un chicharron: La torre hace un ruido constante, como alarmas, y no manda señal de video.",infraestructura
La diadema del call center tiene el micrófono totalmente suelto. Llevo toda la mañana en esto y nada.,infraestructura
"qué más, tengo un chicharrón: la batería del equipo se infló tanto que no puedo hacer clic en el trackpad.",infraestructura
"Oigan, El inicio de sesión pasa, pero el aplicativo me dice usuario no matriculado en el flujo.",permisos
¿Alguien me explica por qué retomando labores y no recuerdo mi clave de acceso para nada?,cuentas_contrasenas
"Qué más, tengo un chicharrón: El wifi de la empresa no carga nada, en cambio la red pública funciona perfecto.",redes
"Urgente: Tengo falla de DHCP, mi máquina no coge parámetros de red válidos. Necesito trabajar.",redes
Buen día. abrí un adjunto rarísimo que me mandó un proveedor y el equipo empezó a parpadear.,seguridad
"Por favor ayuda, trato de hacer una consulta en produccion y el motor me bloquea por privilegios. Ayuda porfa.",permisos
"Por favor ayuda, mi disco duro de respaldo hace ruidos extraños y no me lee la información. Saludos.",infraestructura
Buen día. trato de darle check a la orden de compra y la interfaz me inhabilita la opción.,permisos
¿Alguien me explica por qué otro computador agarró la misma dirección ip que yo y nos estamos tumbando?,redes
Buen día. están saliendo mensajes de spam desde mi buzón hacia otras áreas sin mi permiso.,seguridad
"Buen día. el cable de parcheo lo pisaron y se partió, no tengo señal.",redes
Buen día. deseo inscribir a mi cónyuge en la medicina prepagada de la compañía.,otros
Urgente: Se me traba la aplicación de Office al intentar procesar mucha data. Necesito trabajar.,software
Urgente: Mensaje para recolectar fondos para la despedida del compañero de contabilidad. Necesito trabajar.,otros
"Recibo correos bien, pero los que yo envío se quedan atorados en la bandeja de salida.",software
Buen día. trato de manejar el mouse del compañero en zoom y el sistema de seguridad lo bloquea.,permisos
"Urgente: El computador está abombado por debajo, parece que la batería va a explotar. Necesito trabajar.",infraestructura
"Cordial saludo, solicito revisión de lo siguiente: Colapso total del sistema operativo por falla de video al conectar periféricos.",infraestructura
Urgente: El ejecutable bota un volcado de memoria antes de mostrarme las opciones de instalación. Necesito trabajar.,software
Windows me bota una burbuja avisando q otro equipo tiene mi misma direccion IP. ¿Me colaboran?,redes
Urgente: Fui redirigido a una página falsa del banco al intentar hacer la transferencia. Necesito trabajar.,seguridad
Urgente: Pongo mi id en la ventanita y arroja que carezco de cuenta en el sistema. Necesito trabajar.,cuentas_contrasenas
Buen día. me saltó un anuncio de falso soporte técnico que no me deja cerrar el navegador.,seguridad
"buenas, dice que mi perfil está inactivo por fin de labores, y yo sigo trabajando. no sé qué hacer.",cuentas_contrasenas
"Urgente: El equipo se prende, muestra el texto negro inicial y se apaga, cíclicamente. Necesito trabajar.",infraestructura
"Oigan, Trato de compartir internet desde el celular corporativo y me bloquea el anclaje.",redes
¿Alguien me explica por qué el explorador de windows me tira un letrero de que no tengo permisos para esa ruta?,permisos
La aplicación de mensajería no me actualiza los mensajes nuevos de hoy. no sé qué hacer.,software
"¿Alguien me explica por qué la ups del escritorio no sirve, pita en falso y no sostiene la energía?",infraestructura
"Cordial saludo, solicito revisión de lo siguiente: Duda general: ¿el horario de semana santa cómo quedó definido al fin?",otros
Me saltó un anuncio de falso soporte técnico que no me deja cerrar el navegador. Llevo toda la mañana en esto y nada.,seguridad
"qué más, tengo un chicharrón: intento entrar al directorio y dice q mi autenticación no es válida pa ese objeto.",permisos
Buen día. siento que me metieron un virus minero porque la red y la ram están colapsadas solas.,seguridad
"Cordial saludo, solicito revisión de lo siguiente: Recién firmé contrato, intento ver el portal y me rechaza por falta de roles.",permisos
"Cordial saludo, solicito revisión de lo siguiente: Mi disco duro de respaldo hace ruidos extraños y no me lee la información.",infraestructura
Buen día. el portátil escribe letras equivocadas porque se mojó el teclado ayer.,infraestructura
"Cordial saludo, solicito revisión de lo siguiente: Trato de túnel a la oficina y me deniegan la autorización por credenciales.",cuentas_contrasenas
"Qué más, tengo un chicharrón: El switch de comunicaciones local está sonando como un grillo y no da línea.",redes
Pongo mi PIN y Windows dice q la relación de confianza con el dominio falló. ¿Me colaboran?,cuentas_contrasenas
"Cordial saludo, solicito revisión de lo siguiente: Tengo mucha lentitud en la SSID corporativa, pero la abierta está rápida.",redes
"Qué más, tengo un chicharrón: Me sale un mensaje de conflicto de IP en la red local y me desconecta.",redes
"¿Alguien me explica por qué me robaron la maleta con el pc de la empresa, bloqueen todo ya mismo?",seguridad
¿Alguien me explica por qué tengo ping al server pero me restringen la entrada por políticas de vpn?,permisos
"Cordial saludo, solicito revisión de lo siguiente: El programa instalado me exige que lo active o me bloquea las funciones.",software
"Urgente: Mi equipo tiene vida propia, el ratón se desplaza y hace clics por sí solo. Necesito trabajar.",seguridad
"¿Alguien me explica por qué mi hardware de cámara muestra todo en blanco y negro, está dañado?",infraestructura
"Cordial saludo, solicito revisión de lo siguiente: El gestor de archivos lanza error de conflictos y no sube mis versiones locales.",software
"El PC no pasa del logo de la marca, se reinicia antes de cargar el sistema operativo. ¿Me colaboran?",infraestructura
